Record Date,FEI Number,Legal Name,Record Type,Date Posted,Download,Record ID
07/10/2015,1000524567,Evergreen Fresh Sprouts LLC,483,01/17/2024,https://www.fda.gov/media/88368/download,282684
04/25/2018,2000023438,Rose Acre Farms Inc. - Hyde County Egg Farm,483,01/17/2024,https://www.fda.gov/media/112199/download,281939
05/16/2017,2000027140,Sofgen Pharmaceuticals LLC,483,01/17/2024,https://www.fda.gov/media/105083/download,282444
07/23/2015,2000036428,Ninos Fresh Cut Fruit and Veg.,483,01/17/2024,https://www.fda.gov/media/79861/download,281684
07/10/2015,3000203232,"Apothecure, Inc",483,01/17/2024,https://www.fda.gov/media/85828/download,281668
10/16/2015,3000203232,"Apothecure, Inc",483,01/17/2024,https://www.fda.gov/media/94485/download,281699
07/24/2015,3000204642,Boston Scientific Corporation,483,01/17/2024,https://www.fda.gov/media/70683/download,282215
07/11/2015,3000210731,Eon Labs Inc,483,01/17/2024,https://www.fda.gov/media/81844/download,281932
10/25/2016,3000717534,Cedars-Sinai Medical Center,483,01/17/2024,https://www.fda.gov/media/100757/download,282578
07/11/2015,3000717616,Wilcox Farms Inc,483,01/17/2024,https://www.fda.gov/media/82695/download,282680
07/10/2015,3000717703,"PharMEDium Services, LLC",483,01/17/2024,https://www.fda.gov/media/85326/download,281657
10/14/2015,3000717703,"PharMEDium Services, LLC",483,01/17/2024,https://www.fda.gov/media/94329/download,281696
11/03/2015,3000717703,"PharMEDium Services, LLC",483,01/17/2024,https://www.fda.gov/media/94284/download,281703
11/12/2015,3000717703,"PharMEDium Services, LLC",483,01/17/2024,https://www.fda.gov/media/94204/download,281702
10/24/2018,3000717703,"PharMEDium Services, LLC",483,01/17/2024,https://www.fda.gov/media/110603/download,281743
07/23/2015,3000719749,Biogen MA Inc.,483,01/17/2024,https://www.fda.gov/media/87315/download,281929
07/11/2015,3001056284,"Luberski, Inc. dba The Country Hen",483,01/17/2024,https://www.fda.gov/media/83469/download,282207
07/23/2015,3001236616,"Musculoskeletal Transplant Foundation, Inc.",483,01/17/2024,https://www.fda.gov/media/90006/download,282026
07/23/2015,3001236657,"Ohm Laboratories, Inc.",483,01/17/2024,https://www.fda.gov/media/78684/download,281978
07/10/2015,3001236708,San Francisco Herb and Natural Food Company,483,01/17/2024,https://www.fda.gov/media/84554/download,282520
10/25/2016,3001239271,Virginia Mason Medical Center,483,01/17/2024,https://www.fda.gov/media/100780/download,282669
07/10/2015,3001298034,"Medaus, Inc.",483,01/17/2024,https://www.fda.gov/media/85629/download,282649
05/05/2016,3001298034,"Medaus, Inc.",483,01/17/2024,https://www.fda.gov/media/96714/download,282656
07/11/2015,3001451326,"Artivion, Inc",483,01/17/2024,https://www.fda.gov/media/76905/download,282383
07/24/2015,3001451463,Boston Scientific Corporation,483,01/17/2024,https://www.fda.gov/media/70666/download,282214
07/11/2015,3001451955,"American National Red Cross (The), Lewis and Clark Region",483,01/17/2024,https://www.fda.gov/media/79376/download,281650
07/10/2015,3001490705,"Burns Poultry Farm, Inc.",483,01/17/2024,https://www.fda.gov/media/82907/download,282147
07/10/2015,3001545640,"Drugs Are Us, Inc., dba Hopewell Pharmacy",483,01/17/2024,https://www.fda.gov/media/85778/download,282021
07/23/2015,3001576820,CFP Acquisitions Inc.,483,01/17/2024,https://www.fda.gov/media/91468/download,281685
07/26/2018,3001576820,CFP Acquisitions Inc.,483,01/17/2024,https://www.fda.gov/media/114920/download,281881
07/10/2015,3001615902,Kellen Egg Farm,483,01/17/2024,https://www.fda.gov/media/82712/download,281769
07/10/2015,3001675293,"Intuitive Surgical, Inc.",483,01/17/2024,https://www.fda.gov/media/86429/download,282509
07/10/2015,3001779702,"Wedgewood Village Pharmacy, LLC",483,01/17/2024,https://www.fda.gov/media/85374/download,282019
12/09/2015,3001779702,"Wedgewood Village Pharmacy, LLC",483,01/17/2024,https://www.fda.gov/media/94841/download,282034
12/09/2015,3001779702,"Wedgewood Village Pharmacy, LLC",483,01/17/2024,https://www.fda.gov/media/94873/download,282033
07/10/2015,3001833549,"Fresenius Kabi USA, LLC",483,01/17/2024,https://www.fda.gov/media/83173/download,281944
07/11/2015,3002095335,Boston Scientific Corporation,483,01/17/2024,https://www.fda.gov/media/70678/download,282134
07/11/2015,3002119179,Peregrina Cheese Corp.,483,01/17/2024,https://www.fda.gov/media/77091/download,281887
07/11/2015,3002119179,Peregrina Cheese Corp.,483,01/17/2024,https://www.fda.gov/media/77107/download,281957
07/11/2015,3002119179,Peregrina Cheese Corp.,483,01/17/2024,https://www.fda.gov/media/77133/download,281947
07/11/2015,3002119179,Peregrina Cheese Corp.,483,01/17/2024,https://www.fda.gov/media/77152/download,281956
07/11/2015,3002119179,Peregrina Cheese Corp.,483,01/17/2024,https://www.fda.gov/media/77158/download,281953
07/11/2015,3002119179,Peregrina Cheese Corp.,483,01/17/2024,https://www.fda.gov/media/116712/download,281971
07/17/2015,3002127548,Liberty Drug & Surgical,483,01/17/2024,https://www.fda.gov/media/92031/download,282024
07/23/2015,3002147105,Unilever Covington,483,01/17/2024,https://www.fda.gov/media/78199/download,281751
07/11/2015,3002345935,The American National Red Cross,483,01/17/2024,https://www.fda.gov/media/82819/download,282626
07/23/2015,3002401385,Custom Compounding Center,483,01/17/2024,https://www.fda.gov/media/92563/download,282611
07/10/2015,3002468086,"QuVa Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/88414/download,281669
07/10/2015,3002468086,"QuVa Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/88425/download,281665
07/25/2016,3002468086,"QuVa Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/88917/download,281714
07/25/2016,3002468086,"QuVa Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/90861/download,281710
02/08/2017,3002468086,"QuVa Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/102393/download,281721
05/30/2018,3002468086,"QuVa Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/112957/download,281737
07/11/2015,3002498892,Theken Companies LLC,483,01/17/2024,https://www.fda.gov/media/83124/download,281893
07/10/2015,3002527924,Nature Pure LLC,483,01/17/2024,https://www.fda.gov/media/84657/download,281888
07/11/2015,3002527924,Nature Pure LLC,483,01/17/2024,https://www.fda.gov/media/81519/download,281895
07/10/2015,3002596670,Lee & Company,483,01/17/2024,https://www.fda.gov/media/84930/download,282605
07/10/2015,3002652326,"Portage Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/85406/download,282148
07/10/2015,3002662136,"Lanoue, Greg Farm",483,01/17/2024,https://www.fda.gov/media/83938/download,282131
10/29/2015,3002708794,Diabetes Corporation of America,483,01/17/2024,https://www.fda.gov/media/94355/download,281749
08/03/2017,3002708794,Diabetes Corporation of America,483,01/17/2024,https://www.fda.gov/media/106341/download,281763
07/10/2015,3002719998,"RTI Surgical, Inc. dba RTI Biologics, Inc.",483,01/17/2024,https://www.fda.gov/media/84868/download,282397
04/06/2016,3002815949,Stokes Healthcare Inc. dba Epicur Pharma,483,01/17/2024,https://www.fda.gov/media/96110/download,282035
10/24/2018,3002815949,Stokes Healthcare Inc. dba Epicur Pharma,483,01/17/2024,https://www.fda.gov/media/114353/download,282052
07/11/2015,3002891352,Guthrie Center Egg Farm,483,01/17/2024,https://www.fda.gov/media/82737/download,282295
07/10/2015,3002899224,"Luoma Egg Ranch, Inc.",483,01/17/2024,https://www.fda.gov/media/83394/download,282130
07/11/2015,3002902471,"Med Prep Consulting, Inc.",483,01/17/2024,https://www.fda.gov/media/85445/download,282020
07/23/2015,3002911336,CooperVisision Manufacturing Puerto Rico LLC,483,01/17/2024,https://www.fda.gov/media/82486/download,282231
07/10/2015,3002923585,"Glenwood Foods, LLC trading as Glenwood Farms",483,01/17/2024,https://www.fda.gov/media/83665/download,281626
07/22/2015,3002942014,"Strata Skin Sciences, Inc.",483,01/17/2024,https://www.fda.gov/media/92834/download,282541
08/08/2017,3002946837,Pharmacy Resources Incorporated,483,01/17/2024,https://www.fda.gov/media/106688/download,282500
07/11/2015,3002954898,Artisan Kitchens LLC,483,01/17/2024,https://www.fda.gov/media/79902/download,281774
07/23/2015,3002957282,American National Red Cross (the),483,01/17/2024,https://www.fda.gov/media/79390/download,281974
03/03/2017,3002992930,Wickliffe Pharmaceutical Inc,483,01/17/2024,https://www.fda.gov/media/89573/download,282271
09/12/2017,3002992930,Wickliffe Pharmaceutical Inc,483,01/17/2024,https://www.fda.gov/media/106828/download,282274
07/23/2015,3003051915,nSpired Natural Foods a Div. of The Hain Celestial Group Inc,483,01/17/2024,https://www.fda.gov/media/116744/download,281867
07/11/2015,3003102962,"Akorn, Inc.",483,01/17/2024,https://www.fda.gov/media/82464/download,282340
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78237/download,281948
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78240/download,281949
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78242/download,281960
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78243/download,281954
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78244/download,281955
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78245/download,281961
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78246/download,281962
07/11/2015,3003189885,"D & M Smoked Fish, Inc.",483,01/17/2024,https://www.fda.gov/media/78247/download,281950
07/24/2015,3003194604,"Actavis Laboratories FL, Inc.",483,01/17/2024,https://www.fda.gov/media/70106/download,282423
07/11/2015,3003244004,Central Admixture Pharmacy Services Inc,483,01/17/2024,https://www.fda.gov/media/85309/download,282091
07/10/2015,3003254930,Axium Healthcare Pharmacy dba Balanced Solutions Compounding,483,01/17/2024,https://www.fda.gov/media/85794/download,282402
07/23/2015,3003316042,"Custom RX LLC, dba Custom RX Compounding Pharmacy",483,01/17/2024,https://www.fda.gov/media/89977/download,282137
09/01/2016,3003348498,ImprimisRx NJ,483,01/17/2024,https://www.fda.gov/media/86620/download,282041
09/01/2016,3003348498,ImprimisRx NJ,483,01/17/2024,https://www.fda.gov/media/94287/download,282040
08/21/2017,3003348498,ImprimisRx NJ,483,01/17/2024,https://www.fda.gov/media/107326/download,282044
07/11/2015,3003380618,"Scenic View Dairy, LLC",483,01/17/2024,https://www.fda.gov/media/79779/download,282161
07/11/2015,3003380618,"Scenic View Dairy, LLC",483,01/17/2024,https://www.fda.gov/media/79787/download,282175
07/11/2015,3003380618,"Scenic View Dairy, LLC",483,01/17/2024,https://www.fda.gov/media/79791/download,282176
07/11/2015,3003380618,"Scenic View Dairy, LLC",483,01/17/2024,https://www.fda.gov/media/79800/download,282172
07/10/2015,3003381432,"Martin Avenue Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/89347/download,282333
07/22/2015,3003426453,"Stanislaw R Burzynski, MD",483,01/17/2024,https://www.fda.gov/media/87417/download,282229
10/19/2016,3003429652,Strohecker's Pharmacy,483,01/17/2024,https://www.fda.gov/media/101060/download,281870
07/10/2015,3003431252,"Lowlyn Pharmacies, Inc",483,01/17/2024,https://www.fda.gov/media/85800/download,281873
07/17/2015,3003432602,Hunter Holmes McGuire Veterans Admin Medical Center,483,01/17/2024,https://www.fda.gov/media/91763/download,281629
11/22/2016,3003432602,Hunter Holmes McGuire Veterans Affairs Medical Center,483,01/17/2024,https://www.fda.gov/media/101442/download,281639
07/10/2015,3003434971,"Leiter's Cambrian Park Drugs, Inc.",483,01/17/2024,https://www.fda.gov/media/87142/download,282517
07/23/2015,3003434972,"Wedgewood Connect, LLC",483,01/17/2024,https://www.fda.gov/media/90695/download,282543
07/23/2015,3003434972,"Wedgewood Connect, LLC",483,01/17/2024,https://www.fda.gov/media/90698/download,282544
03/23/2016,3003434972,"Wedgewood Connect, LLC",483,01/17/2024,https://www.fda.gov/media/88066/download,282565
10/24/2018,3003434972,"Wedgewood Connect, LLC",483,01/17/2024,https://www.fda.gov/media/111291/download,282604
09/01/2016,3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",483,01/17/2024,https://www.fda.gov/media/89982/download,282575
09/01/2016,3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",483,01/17/2024,https://www.fda.gov/media/97132/download,282574
04/24/2017,3003436217,"ImprimisRx CA, Inc., dba ImprimisRx",483,01/17/2024,https://www.fda.gov/media/104358/download,282588
08/08/2016,3003531601,Michigan Medicine,483,01/17/2024,https://www.fda.gov/media/99038/download,282194
07/10/2015,3003540518,"Hudson Egg Farm, LLC",483,01/17/2024,https://www.fda.gov/media/83432/download,281945
07/23/2015,3003542383,"Diamondback Drugs of Delaware, LLC",483,01/17/2024,https://www.fda.gov/media/89571/download,282630
07/11/2015,3003550969,Vintage Cheese Company,483,01/17/2024,https://www.fda.gov/media/79910/download,282523
07/11/2015,3003550969,Vintage Cheese Company,483,01/17/2024,https://www.fda.gov/media/80008/download,282529
07/10/2015,3003623877,"New England Compounding Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/84618/download,282203
07/24/2015,3003623877,"New England Compounding Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/84609/download,282211
07/24/2015,3003623877,"New England Compounding Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/84684/download,282212
10/29/2015,3003644883,"ARL Biopharma, Inc. dba Analytical Research Laboratories",483,01/17/2024,https://www.fda.gov/media/86626/download,281878
10/25/2016,3003684822,University Of Rochester Medical Center,483,01/17/2024,https://www.fda.gov/media/100779/download,281997
09/01/2016,3003687986,Mytilini Enterprises LLC dba Bedford Pharmacy Inc.,483,01/17/2024,https://www.fda.gov/media/93685/download,282056
11/06/2017,3003687986,Mytilini Enterprises LLC dba Bedford Pharmacy Inc.,483,01/17/2024,https://www.fda.gov/media/107360/download,282058
02/25/2016,3003693389,Central Admixture Pharmacy Services Inc,483,01/17/2024,https://www.fda.gov/media/96163/download,281907
07/23/2015,3003718003,Essential Pharmacy Compounding,483,01/17/2024,https://www.fda.gov/media/92288/download,282082
05/22/2018,3003718003,Essential Pharmacy Compounding LLC,483,01/17/2024,https://www.fda.gov/media/107172/download,282084
10/06/2015,3003780900,"People's Custom Rx and Clinical Care, LLC",483,01/17/2024,https://www.fda.gov/media/93597/download,281754
07/20/2018,3003780900,"People's Custom Rx and Clinical Care, LLC",483,01/17/2024,https://www.fda.gov/media/114343/download,281768
08/03/2017,3003785869,Pharmacy Specialists of Central FL,483,01/17/2024,https://www.fda.gov/media/106401/download,282448
07/28/2015,3003843509,Johnson & Johnson Surgical Vision Inc,483,01/17/2024,https://www.fda.gov/media/69966/download,282553
07/11/2015,3003925188,University of Illinois @ Urbana - Champaign,483,01/17/2024,https://www.fda.gov/media/70669/download,282343
09/23/2015,3003950641,"InvaGen Pharmaceuticals, Inc.",483,01/17/2024,https://www.fda.gov/media/93665/download,281983
12/22/2017,3003987288,"People's Pharmacy, Inc",483,01/17/2024,https://www.fda.gov/media/109711/download,281730
07/11/2015,3004016623,"Pearl Valley Eggs, Inc",483,01/17/2024,https://www.fda.gov/media/82906/download,282335
07/10/2015,3004034796,"Delta Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/87071/download,282113
06/08/2018,3004034796,"Delta Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/98539/download,282123
10/24/2018,3004034796,"Delta Pharma, Inc.",483,01/17/2024,https://www.fda.gov/media/104654/download,282124
07/24/2015,3004106764,"Able Laboratories, Inc.",483,01/17/2024,https://www.fda.gov/media/70711/download,282028
01/05/2016,3004107906,INCELL Corporation LLC,483,01/17/2024,https://www.fda.gov/media/94875/download,281704
10/25/2016,3004123934,Umass Memorial Medical Center Stem Cell Cryopreservation Lab,483,01/17/2024,https://www.fda.gov/media/100775/download,282220
07/10/2015,3004146124,"University Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/85312/download,281644
07/10/2015,3004153061,"PharMEDium Services, LLC.",483,01/17/2024,https://www.fda.gov/media/84921/download,282112
10/05/2015,3004153061,"PharMEDium Services, LLC.",483,01/17/2024,https://www.fda.gov/media/93495/download,282114
11/04/2015,3004153061,"PharMEDium Services, LLC.",483,01/17/2024,https://www.fda.gov/media/94440/download,282115
10/24/2018,3004153061,"PharMEDium Services, LLC.",483,01/17/2024,https://www.fda.gov/media/110466/download,282126
07/10/2015,3004182921,"Impax Laboratories, LLC.",483,01/17/2024,https://www.fda.gov/media/85477/download,282511
07/10/2015,3004182921,"Impax Laboratories, LLC.",483,01/17/2024,https://www.fda.gov/media/85480/download,282512
07/23/2015,3004252720,Thumb Oilseed Producers' Cooperative,483,01/17/2024,https://www.fda.gov/media/78589/download,282186
07/10/2015,3004284274,Cal-Maine Foods Inc.,483,01/17/2024,https://www.fda.gov/media/83798/download,281667
07/11/2015,3004285422,Cal-Maine Foods Inc,483,01/17/2024,https://www.fda.gov/media/83012/download,282276
07/10/2015,3004298859,Cal-Maine Foods Inc.,483,01/17/2024,https://www.fda.gov/media/83802/download,281670
07/10/2015,3004327090,"Cal-Maine Foods, Inc.",483,01/17/2024,https://www.fda.gov/media/83428/download,282111
07/10/2015,3004335840,"Green Valley Poultry Farm, Inc.",483,01/17/2024,https://www.fda.gov/media/83671/download,281627
07/10/2015,3004348077,"Diamond Pet Foods, LLC",483,01/17/2024,https://www.fda.gov/media/83620/download,281772
07/11/2015,3004348077,"Diamond Pet Foods, LLC",483,01/17/2024,https://www.fda.gov/media/70695/download,281773
07/23/2015,3004354976,Hillandale Iowa II LLP,483,01/17/2024,https://www.fda.gov/media/78979/download,282296
07/26/2017,3004358166,"Tiberius, Inc.",483,01/17/2024,https://www.fda.gov/media/106108/download,282446
07/17/2015,3004378804,Central Admixture Pharmacy Services Inc,483,01/17/2024,https://www.fda.gov/media/89200/download,282535
07/10/2015,3004381117,Rose Acre Farms Inc. White County Egg Farm,483,01/17/2024,https://www.fda.gov/media/83460/download,282304
07/11/2015,3004381117,Rose Acre Farms Inc. White County Egg Farm,483,01/17/2024,https://www.fda.gov/media/81524/download,282310
07/11/2015,3004382194,"Rose Acre Farms, Inc. dba Stuart Egg Farm",483,01/17/2024,https://www.fda.gov/media/82813/download,282285
07/11/2015,3004387061,Sparboe Farms Inc.,483,01/17/2024,https://www.fda.gov/media/81771/download,282298
07/11/2015,3004387762,"Sparboe Farms, Inc - Humboldt Feed Mill",483,01/17/2024,https://www.fda.gov/media/81760/download,282289
07/11/2015,3004387762,"Sparboe Farms, Inc - Humboldt Feed Mill",483,01/17/2024,https://www.fda.gov/media/81775/download,282290
07/23/2015,3004392984,Estrella Family Creamery,483,01/17/2024,https://www.fda.gov/media/79498/download,282678
07/11/2015,3004400214,"Hillandale Farms Conn, LLC",483,01/17/2024,https://www.fda.gov/media/79758/download,282252
07/11/2015,3004401173,"Dorothy Egg Farms, LLC",483,01/17/2024,https://www.fda.gov/media/79865/download,282254
07/10/2015,3004407863,"Central Admixture Pharmacy Services, Inc.",483,01/17/2024,https://www.fda.gov/media/85451/download,282200
07/10/2015,3004407863,"Central Admixture Pharmacy Services, Inc.",483,01/17/2024,https://www.fda.gov/media/88738/download,282202
08/20/2018,3004451721,Good Day Pharmacy,483,01/17/2024,https://www.fda.gov/media/115117/download,282502
07/10/2015,3004479392,Valley Fresh Foods Inc - Briarwood Farms,483,01/17/2024,https://www.fda.gov/media/83940/download,282679
05/23/2018,3004483427,"Lynnfield Drug, Inc. dba Freedom Fertility Pharmacy",483,01/17/2024,https://www.fda.gov/media/111873/download,282226
07/10/2015,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/87156/download,282606
11/16/2016,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/101055/download,282616
11/16/2016,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/101212/download,282617
11/16/2016,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/101338/download,282619
04/19/2018,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/106814/download,282622
04/19/2018,3004483441,Cantrell Drug Company,483,01/17/2024,https://www.fda.gov/media/112675/download,282621
07/10/2015,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,01/17/2024,https://www.fda.gov/media/84939/download,282396
10/27/2015,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,01/17/2024,https://www.fda.gov/media/94739/download,282427
06/11/2018,3004483463,"Coast Quality Pharmacy, LLC dba Anazao Health",483,01/17/2024,https://www.fda.gov/media/113573/download,282459
08/08/2017,3004486825,"Snyder Mark Drugs Roselle, Inc. d.b.a. Mark Drugs Pharmacy",483,01/17/2024,https://www.fda.gov/media/106706/download,282359
11/22/2017,3004488698,Keystone Pharmacy,483,01/17/2024,https://www.fda.gov/media/109080/download,282196
07/23/2015,3004490277,Nature's Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/87714/download,281933
10/25/2016,3004492321,Indiana University Hospital,483,01/17/2024,https://www.fda.gov/media/100764/download,282321
07/10/2015,3004497213,Oakdell Compounding Pharmacy LLC,483,01/17/2024,https://www.fda.gov/media/85347/download,281663
03/02/2018,3004497213,Oakdell Compounding Pharmacy LLC,483,01/17/2024,https://www.fda.gov/media/104444/download,281736
08/05/2015,3004504906,"Techni Med, Inc. dba The Compounder",483,01/17/2024,https://www.fda.gov/media/93052/download,282350
02/21/2018,3004504906,"Techni Med, Inc. dba The Compounder",483,01/17/2024,https://www.fda.gov/media/110779/download,282367
04/12/2017,3004513970,Resource Optimization & Innovation LLC,483,01/17/2024,https://www.fda.gov/media/102401/download,282104
04/22/2016,3004514280,Professional Arts Pharmacy,483,01/17/2024,https://www.fda.gov/media/97360/download,282243
02/26/2018,3004514280,Professional Arts Pharmacy,483,01/17/2024,https://www.fda.gov/media/111280/download,282249
07/23/2015,3004549631,"Eagle Analytical Services, Inc.",483,01/17/2024,https://www.fda.gov/media/86611/download,281691
01/06/2016,3004562873,Valgene Incorporated dba Cape Drugs,483,01/17/2024,https://www.fda.gov/media/95216/download,282242
02/21/2018,3004562873,Valgene Incorporated dba Cape Drugs,483,01/17/2024,https://www.fda.gov/media/110787/download,282250
01/05/2016,3004575469,"Health Dimensions, Inc.",483,01/17/2024,https://www.fda.gov/media/89823/download,282189
10/16/2015,3004578527,Prescription Lab Compounding Pharmacy,483,01/17/2024,https://www.fda.gov/media/94474/download,282635
02/01/2018,3004578635,"The Wellness Center Pharmacy, Inc., dba Designer Drugs",483,01/17/2024,https://www.fda.gov/media/92094/download,281761
02/06/2018,3004578635,"The Wellness Center Pharmacy, Inc., dba Designer Drugs",483,01/17/2024,https://www.fda.gov/media/110612/download,281764
07/23/2015,3004580127,"Wood’s Pharmacy, Inc., dba The Medicine Shoppe",483,01/17/2024,https://www.fda.gov/media/90713/download,281631
03/01/2016,3004584703,"Clark Professional Pharmacy, LLC",483,01/17/2024,https://www.fda.gov/media/96412/download,282192
08/08/2017,3004593468,Coram Healthcare Corp. of Indiana,483,01/17/2024,https://www.fda.gov/media/106206/download,282325
07/10/2015,3004596923,HHCS Pharmacy Inc.,483,01/17/2024,https://www.fda.gov/media/89979/download,282406
02/08/2016,3004599113,"University Rx Specialist, dba University Compounding Pharmacy",483,01/17/2024,https://www.fda.gov/media/95583/download,282563
11/22/2017,3004599113,"University Rx Specialist, dba University Compounding Pharmacy",483,01/17/2024,https://www.fda.gov/media/108726/download,282598
07/23/2015,3004600090,California Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/89608/download,282549
07/23/2015,3004600090,California Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/91050/download,282546
04/12/2017,3004600090,California Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/100072/download,282586
06/15/2017,3004600090,California Pharmacy & Compounding Center,483,01/17/2024,https://www.fda.gov/media/104879/download,282594
09/16/2015,3004600183,"Millers of Wyckoff, Inc.",483,01/17/2024,https://www.fda.gov/media/93742/download,282032
07/24/2017,3004600183,"Millers of Wyckoff, Inc.",483,01/17/2024,https://www.fda.gov/media/106479/download,282043
09/14/2015,3004603767,JD & SN Inc.,483,01/17/2024,https://www.fda.gov/media/93503/download,282675
10/02/2017,3004603767,JD & SN Inc.,483,01/17/2024,https://www.fda.gov/media/107389/download,282662
01/09/2017,3004610520,Loop Plaza Pharmacy Company DBA Loop Compounding Pharmacy,483,01/17/2024,https://www.fda.gov/media/102414/download,281622
07/23/2015,3004611372,Merissa Corp. dba Johnson Compounding and Wellness,483,01/17/2024,https://www.fda.gov/media/92467/download,282210
03/28/2016,3004613997,"Walter's Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/96772/download,281846
07/10/2015,3004668624,"The Compounding Shop, Inc.",483,01/17/2024,https://www.fda.gov/media/85619/download,282404
07/10/2015,3004668624,"The Compounding Shop, Inc.",483,01/17/2024,https://www.fda.gov/media/86687/download,282398
07/11/2015,3004668624,"The Compounding Shop, Inc.",483,01/17/2024,https://www.fda.gov/media/85611/download,282414
07/11/2015,3004669670,"Opal Foods, LLC",483,01/17/2024,https://www.fda.gov/media/82302/download,282136
07/10/2015,3004679506,"Minnich Poultry, LLC",483,01/17/2024,https://www.fda.gov/media/82949/download,282303
07/23/2015,3004709093,Lato Drug Co. Inc. dba Post Haste Pharmacy,483,01/17/2024,https://www.fda.gov/media/91458/download,282418
07/23/2015,3004714346,UCSF Home Therapy Services,483,01/17/2024,https://www.fda.gov/media/89615/download,282551
07/10/2015,3004795826,Norco Ranch - E&M Ranch,483,01/17/2024,https://www.fda.gov/media/83311/download,282525
07/23/2015,3004839646,JCB Laboratories LLC,483,01/17/2024,https://www.fda.gov/media/85436/download,282280
02/23/2016,3004839646,JCB Laboratories LLC,483,01/17/2024,https://www.fda.gov/media/96187/download,282279
07/23/2015,3004884943,"Spinal Solutions, LLC",483,01/17/2024,https://www.fda.gov/media/90009/download,282550
07/17/2015,3004962739,DNA Pharmacy Services Inc dba Palm Beach Compounding,483,01/17/2024,https://www.fda.gov/media/89818/download,282417
07/21/2017,3004962739,DNA Pharmacy Services Inc dba Palm Beach Compounding,483,01/17/2024,https://www.fda.gov/media/106053/download,282445
07/10/2015,3004969894,Triangle Compounding Pharmacy Inc,483,01/17/2024,https://www.fda.gov/media/85343/download,281921
02/11/2016,3004969894,Triangle Compounding Pharmacy Inc,483,01/17/2024,https://www.fda.gov/media/90268/download,281934
02/11/2016,3004969894,Triangle Compounding Pharmacy Inc,483,01/17/2024,https://www.fda.gov/media/91779/download,282388
10/02/2017,3004969894,Triangle Compounding Pharmacy Inc,483,01/17/2024,https://www.fda.gov/media/107034/download,281937
12/03/2015,3004971302,"Auxigen Pharmaceutical, LLC",483,01/17/2024,https://www.fda.gov/media/94848/download,282314
08/03/2017,3004995630,"Joe Wise Pharmacy, Inc.",483,01/17/2024,https://www.fda.gov/media/106405/download,282498
09/12/2017,3005011132,"First Call Pharmacy, LLC",483,01/17/2024,https://www.fda.gov/media/107284/download,282260
07/23/2015,3005031360,"McGuff Compounding Pharmacy Services, Inc.",483,01/17/2024,https://www.fda.gov/media/90703/download,282542
04/18/2016,3005051736,"Pharmedium Services, LLC",483,01/17/2024,https://www.fda.gov/media/96675/download,282353
05/09/2018,3005051736,"Pharmedium Services, LLC",483,01/17/2024,https://www.fda.gov/media/112997/download,282369
07/23/2015,3005084110,"Advanced Physician Solutions, Inc.",483,01/17/2024,https://www.fda.gov/media/91230/download,282540
07/23/2015,3005090079,Peanut Corporation of America (PCA),483,01/17/2024,https://www.fda.gov/media/74784/download,281689
